#N,#rv,#rg,#z,#t_snapshot[myr],#M1[MSUN],#M2[MSUN],#k1,#k2,#id1,#id2,#sma[AU],#ecc,#snapshot
4.0,2.0,20.0,0.0002,6419.919819901001,14.104007,0.85481177,14.0,11.0,246436.0,253732.0,139.5914,0.61132647,initial.bhinfo0052
4.0,2.0,20.0,0.0002,6419.919819901001,15.146442,1.0004192,14.0,11.0,284005.0,297761.0,478.58384,0.8400414,initial.bhinfo0052
4.0,2.0,20.0,0.0002,6930.504704622001,0.71302474,15.563199,11.0,14.0,87017.0,94719.0,26.447103,0.88881788,initial.bhinfo0053
4.0,2.0,20.0,0.0002,7599.076667577,1.0998455,16.467013,11.0,14.0,45455.0,290261.0,504.44539,0.64144812,initial.bhinfo0054
4.0,2.0,20.0,0.002,130.8868414008,22.421428,1.0799725,14.0,11.0,88100.0,138237.0,22.03958,0.95215823,initial.bhinfo0004
4.0,2.0,20.0,0.002,373.02687003316004,0.83538648,32.057516,11.0,14.0,30128.0,147898.0,121.77308,0.78639483,initial.bhinfo0013
4.0,2.0,20.0,0.002,464.3711834859001,0.79319531,17.138897,11.0,14.0,20762.0,354927.0,144.83671,0.2345744,initial.bhinfo0015
4.0,2.0,20.0,0.002,640.1944076960001,0.89418888,16.696672,11.0,14.0,86192.0,395282.0,132.86466,0.70645165,initial.bhinfo0018
4.0,2.0,20.0,0.002,781.3055390241001,27.261772,0.70322366,14.0,11.0,9114.0,11417.0,367.01676,0.61407577,initial.bhinfo0020
4.0,2.0,20.0,0.002,865.1785683821,13.68952,0.81973926,14.0,11.0,169315.0,284982.0,44.232411,0.50284039,initial.bhinfo0021
4.0,2.0,20.0,0.002,945.1963418743001,0.6875216,12.030537,11.0,14.0,169351.0,189256.0,136.79563,0.44757464,initial.bhinfo0022
4.0,2.0,20.0,0.002,2052.5610608336,0.60723383,20.32283,11.0,14.0,18644.0,218505.0,31.465859,0.95031855,initial.bhinfo0033
4.0,2.0,20.0,0.002,5247.408184360001,13.645619,0.79797273,14.0,11.0,87721.0,153511.0,39.846634,0.78560787,initial.bhinfo0046
4.0,2.0,20.0,0.002,7315.96749529,0.55880271,13.744797,11.0,14.0,227690.0,258580.0,192.64661,0.918701,initial.bhinfo0051
4.0,2.0,20.0,0.002,8087.352478298001,1.058758,15.492108,11.0,14.0,215899.0,296138.0,895.62023,0.36892862,initial.bhinfo0052
4.0,2.0,20.0,0.002,9738.468527850002,0.68624742,13.13828,11.0,14.0,5424.0,246436.0,15.252756,0.4431051,initial.bhinfo0054
4.0,2.0,20.0,0.02,1588.4515545231002,0.65137939,12.63574,11.0,14.0,83407.0,150155.0,138.88387,0.21795299,initial.bhinfo0009
4.0,2.0,8.0,0.0002,340.14644301538004,14.255645,0.99765736,14.0,11.0,201617.0,77976.0,13.974724,0.21612259,initial.bhinfo0017
4.0,2.0,8.0,0.0002,377.11916807283,28.714048,1.0858689,14.0,11.0,138555.0,248233.0,131.16795,0.86692643,initial.bhinfo0018
4.0,2.0,8.0,0.0002,377.11916807283,0.99765736,14.255645,11.0,14.0,77976.0,201617.0,14.610427,0.11867733,initial.bhinfo0018
4.0,2.0,8.0,0.0002,420.51451854510003,0.99765736,14.255645,11.0,14.0,77976.0,201617.0,14.610427,0.11867733,initial.bhinfo0019
4.0,2.0,8.0,0.0002,464.16705545880006,0.99765736,14.255645,11.0,14.0,77976.0,201617.0,15.411303,0.022605422,initial.bhinfo0020
4.0,2.0,8.0,0.0002,524.27563293,0.99765736,14.255645,11.0,14.0,77976.0,201617.0,14.624617,0.89657951,initial.bhinfo0021
4.0,2.0,8.0,0.0002,906.0777111201,1.0134482,28.714048,11.0,14.0,85175.0,138555.0,429.57921,0.738735,initial.bhinfo0027
4.0,2.0,8.0,0.0002,1837.5283170493003,0.99646852,20.197956,11.0,14.0,124991.0,244983.0,325.87252,0.43269519,initial.bhinfo0039
4.0,2.0,8.0,0.0002,1837.5283170493003,0.7960948,14.632762,11.0,14.0,39063.0,51605.0,65.163897,0.63226138,initial.bhinfo0039
4.0,2.0,8.0,0.0002,1953.0307797066,0.76592822,17.358536,11.0,14.0,52708.0,99846.0,24.232587,0.93729364,initial.bhinfo0040
4.0,2.0,8.0,0.0002,3595.9861699894004,17.872624,0.8413443,14.0,11.0,217149.0,228953.0,238.35017,0.92095168,initial.bhinfo0049
4.0,2.0,8.0,0.0002,3913.3567092374005,1.0169196,14.098924,11.0,14.0,281156.0,398460.0,948.74292,0.48165315,initial.bhinfo0050
4.0,2.0,8.0,0.0002,6963.716305712001,0.6065586,13.824133,11.0,14.0,6795.0,403389.0,147.90676,0.77252774,initial.bhinfo0056
4.0,2.0,8.0,0.0002,8746.714511870001,13.906297,1.3232152,14.0,12.0,70798.0,2305.0,976.84912,0.13684118,initial.bhinfo0058
4.0,2.0,8.0,0.0002,8746.714511870001,14.565122,0.6619598,14.0,11.0,122995.0,271512.0,236.57133,0.14287087,initial.bhinfo0058
4.0,2.0,8.0,0.0002,9632.081924647002,17.099553,0.99236248,14.0,11.0,143944.0,241322.0,744.53918,0.95941062,initial.bhinfo0059
4.0,2.0,8.0,0.0002,9632.081924647002,14.494936,0.99086842,14.0,11.0,22499.0,87072.0,125.33883,0.55966816,initial.bhinfo0059
4.0,2.0,8.0,0.0002,12509.330295361,13.906297,1.3618234,14.0,12.0,70798.0,392244.0,182.88066,0.29720361,initial.bhinfo0061
4.0,2.0,8.0,0.0002,12509.330295361,14.496726,1.105049,14.0,11.0,189256.0,240940.0,654.05766,0.67274148,initial.bhinfo0061
4.0,2.0,8.0,0.002,511.5765230603,13.377148,1.1837055,14.0,12.0,303941.0,250680.0,9.6815171,0.84885166,initial.bhinfo0018
4.0,2.0,8.0,0.002,543.4177273102,1.1837055,13.377148,12.0,14.0,250680.0,303941.0,10.099464,0.835885,initial.bhinfo0019
4.0,2.0,8.0,0.002,750.7985413387,0.85180679,14.998051,11.0,14.0,258373.0,302817.0,200.42972,0.38440027,initial.bhinfo0023
4.0,2.0,8.0,0.002,1930.5583123961003,15.600846,0.58076561,14.0,11.0,213781.0,301682.0,59.927901,0.41324818,initial.bhinfo0036
4.0,2.0,8.0,0.002,2907.1436040146004,12.779666,0.60655116,14.0,11.0,234722.0,284215.0,175.28067,0.70068857,initial.bhinfo0043
4.0,2.0,8.0,0.002,3208.1413072885002,0.77600732,13.517375,11.0,14.0,191371.0,393629.0,34.342695,0.89085163,initial.bhinfo0044
4.0,2.0,8.0,0.002,3803.8341938658004,16.377883,0.65059183,14.0,11.0,171741.0,319505.0,74.485551,0.9710536,initial.bhinfo0046
4.0,2.0,8.0,0.002,4465.620149641,13.692275,0.59792775,14.0,11.0,68583.0,174324.0,154.93526,0.57845559,initial.bhinfo0048
4.0,2.0,8.0,0.002,5831.393640720001,15.468608,0.6015018,14.0,11.0,149405.0,466845.0,222.18718,0.39418645,initial.bhinfo0052
4.0,2.0,8.0,0.002,6358.645056243001,13.327713,0.5578697,14.0,11.0,423161.0,39638.0,105.78592,0.33944565,initial.bhinfo0053
4.0,2.0,8.0,0.002,6847.985918682,0.85953634,14.549404,11.0,14.0,334176.0,351864.0,257.47626,0.79631646,initial.bhinfo0054
4.0,2.0,8.0,0.002,7358.432817649001,13.517375,0.56888783,14.0,11.0,393629.0,353115.0,113.01279,0.42618967,initial.bhinfo0055
4.0,2.0,8.0,0.002,7358.432817649001,0.54338935,13.465159,11.0,14.0,174862.0,386480.0,154.66008,0.87757232,initial.bhinfo0055
4.0,2.0,8.0,0.002,11393.229632215001,0.78127289,12.018258,11.0,14.0,302783.0,750060.0,39.137026,0.49474519,initial.bhinfo0060
4.0,2.0,8.0,0.02,1414.5635598563001,0.56702792,7.5650911,11.0,14.0,240186.0,284557.0,1.8880672,0.60932486,initial.bhinfo0007
4.0,2.0,8.0,0.02,1629.8233191251002,0.60704201,8.6776765,11.0,14.0,298323.0,325015.0,5.331804,0.0,initial.bhinfo0008
4.0,2.0,8.0,0.02,1837.1458403695003,0.60704201,8.6776765,11.0,14.0,298323.0,325015.0,5.0038574,0.34975367,initial.bhinfo0009
4.0,2.0,8.0,0.02,6066.0276739910005,7.5661082,0.70185013,14.0,11.0,89672.0,164285.0,6.7510247,0.934386,initial.bhinfo0026
4.0,2.0,8.0,0.02,12095.222240546002,7.8278592,0.52145019,14.0,11.0,193763.0,323591.0,61.47489,0.98980023,initial.bhinfo0035
4.0,2.0,8.0,0.02,12722.169602727,1.2417801,7.8278592,12.0,14.0,159180.0,613763.0,40.862147,0.98755689,initial.bhinfo0036
4.0,4.0,2.0,0.0002,585.3409197132,1.0166681,40.010272,11.0,14.0,56313.0,338933.0,1.6324262,0.77097201,initial.bhinfo0010
4.0,4.0,2.0,0.0002,645.2718578866,1.0166681,40.010272,11.0,14.0,56313.0,338933.0,1.6388473,0.74718495,initial.bhinfo0011
4.0,4.0,2.0,0.0002,2173.491933242,0.98796728,17.3949,11.0,14.0,30127.0,314533.0,111.68178,0.87631687,initial.bhinfo0025
4.0,4.0,2.0,0.0002,2173.491933242,16.28495,1.3190799,14.0,12.0,37829.0,128278.0,32.311831,0.92584371,initial.bhinfo0025
4.0,4.0,2.0,0.0002,2384.3121704220002,16.28495,1.3190799,14.0,12.0,37829.0,128278.0,31.388754,0.94001862,initial.bhinfo0026
4.0,4.0,2.0,0.002,590.0599122929,1.1010082,34.148778,11.0,14.0,118981.0,136651.0,62.942894,0.26033074,initial.bhinfo0011
4.0,4.0,2.0,0.002,735.9134356587999,0.84545572,20.766932,11.0,14.0,56313.0,269591.0,65.273587,0.86284288,initial.bhinfo0013
4.0,4.0,2.0,0.002,844.4385448365999,0.84545572,20.766932,11.0,14.0,56313.0,269591.0,46.097312,0.66803442,initial.bhinfo0014
4.0,4.0,2.0,0.002,1108.0145663307,24.482909,0.74418754,14.0,11.0,51259.0,70911.0,68.488052,0.46731106,initial.bhinfo0016
4.0,4.0,2.0,0.002,1212.5571013009999,20.890037,1.1519638,14.0,11.0,197790.0,300970.0,12.546599,0.5884464,initial.bhinfo0017
4.0,4.0,2.0,0.002,1343.913984441,0.80287011,14.205718,11.0,14.0,17751.0,245146.0,496.55202,0.855372,initial.bhinfo0018
4.0,4.0,2.0,0.002,1343.913984441,0.63913066,14.725929,11.0,14.0,77213.0,290261.0,116.79255,0.31512646,initial.bhinfo0018
4.0,4.0,20.0,0.0002,211.05550498340003,24.275778,1.0063237,14.0,11.0,12700.0,90455.0,416.96099,0.28717706,initial.bhinfo0001
4.0,4.0,20.0,0.0002,248.31010439480002,1.12522,40.5,11.0,14.0,62094.0,174558.0,65.648471,0.54268096,initial.bhinfo0002
4.0,4.0,20.0,0.0002,368.1513214848,1.1534274,29.840657,11.0,14.0,123073.0,382096.0,147.56114,0.91090379,initial.bhinfo0005
4.0,4.0,20.0,0.0002,1061.4780479555,0.97408383,19.394161,11.0,14.0,54069.0,274970.0,715.26948,0.82107851,initial.bhinfo0014
4.0,4.0,20.0,0.0002,1485.0230183390001,26.551606,0.85473457,14.0,11.0,51259.0,225170.0,121.00802,0.99280523,initial.bhinfo0018
4.0,4.0,20.0,0.0002,2157.129755116,18.072872,1.0024739,14.0,11.0,44830.0,281376.0,97.833752,0.66296893,initial.bhinfo0022
4.0,4.0,20.0,0.0002,2600.7275840350003,23.667422,0.60191377,14.0,11.0,166865.0,234310.0,1.933584,0.72166633,initial.bhinfo0024
4.0,4.0,20.0,0.0002,3514.85938384,17.589704,0.79499689,14.0,11.0,54190.0,264195.0,126.20618,0.7798897,initial.bhinfo0028
4.0,4.0,20.0,0.0002,5244.904459655,0.8303389,15.622944,11.0,14.0,281287.0,284845.0,99.44408,0.60808831,initial.bhinfo0034
4.0,4.0,20.0,0.0002,5626.1392604269995,16.327123,0.87998691,14.0,11.0,146828.0,396548.0,567.54644,0.83495278,initial.bhinfo0035
4.0,4.0,20.0,0.0002,5995.5929096770005,15.793773,1.1359706,14.0,11.0,25648.0,376634.0,138.35324,0.91447769,initial.bhinfo0036
4.0,4.0,20.0,0.0002,6818.554170603,0.61703228,18.492799,11.0,14.0,123646.0,361840.0,773.67344,0.83047792,initial.bhinfo0038
4.0,4.0,20.0,0.0002,7169.1217769780005,0.75014011,19.242715,11.0,14.0,23231.0,248725.0,620.46761,0.9759784,initial.bhinfo0039
4.0,4.0,20.0,0.0002,7591.381444787,0.7281307,18.106813,11.0,14.0,197092.0,287422.0,413.86707,0.96862242,initial.bhinfo0040
4.0,4.0,20.0,0.0002,9226.348367432,1.3242708,14.547887,12.0,14.0,3346.0,205163.0,546.49867,0.70947708,initial.bhinfo0043
4.0,4.0,20.0,0.0002,9226.348367432,1.0139829,18.989288,11.0,14.0,114811.0,125439.0,1405.939,0.23979893,initial.bhinfo0043
4.0,4.0,20.0,0.0002,9843.83906366,14.182352,0.66201786,14.0,11.0,201617.0,206281.0,1031.5876,0.78066156,initial.bhinfo0044
4.0,4.0,20.0,0.0002,10445.305514854,18.291352,0.60614654,14.0,11.0,23718.0,176193.0,139.84364,0.25765318,initial.bhinfo0045
4.0,4.0,20.0,0.0002,10445.305514854,14.279899,1.3574446,14.0,12.0,195207.0,223855.0,497.24166,0.62823796,initial.bhinfo0045
4.0,4.0,20.0,0.0002,10908.498555367,14.279899,0.69933186,14.0,11.0,195207.0,382107.0,84.924775,0.34379527,initial.bhinfo0046
4.0,4.0,20.0,0.0002,10908.498555367,19.731886,0.7073832,14.0,11.0,6409.0,50872.0,196.27653,0.45837092,initial.bhinfo0046
4.0,4.0,20.0,0.0002,10908.498555367,0.61369254,15.196749,11.0,14.0,112595.0,197910.0,380.12065,0.91077488,initial.bhinfo0046
4.0,4.0,20.0,0.0002,10908.498555367,18.362036,0.62253398,14.0,11.0,33876.0,278462.0,205.37938,0.052097682,initial.bhinfo0046
4.0,4.0,20.0,0.0002,11616.888345601,0.62911105,18.106813,11.0,14.0,206461.0,287422.0,193.56222,0.50276736,initial.bhinfo0047
4.0,4.0,20.0,0.0002,12359.022951870002,18.291352,0.78055233,14.0,11.0,23718.0,419717.0,4.7964757,0.48832377,initial.bhinfo0048
4.0,4.0,20.0,0.0002,12359.022951870002,14.060209,1.1802783,14.0,11.0,209143.0,368004.0,75.141573,0.58240004,initial.bhinfo0048
4.0,4.0,20.0,0.0002,13387.913534520001,18.291352,0.78055233,14.0,11.0,23718.0,419717.0,4.6022348,0.57599633,initial.bhinfo0049
4.0,4.0,20.0,0.002,266.5974728564,0.93212101,41.964638,11.0,14.0,78648.0,246404.0,83.75445,0.38982245,initial.bhinfo0002
4.0,4.0,20.0,0.002,414.27042471780004,41.860457,0.8774135,14.0,11.0,375794.0,149179.0,243.12005,0.87276002,initial.bhinfo0008
4.0,4.0,20.0,0.002,479.252925102,0.82645478,41.361422,11.0,14.0,5096.0,265082.0,279.60412,0.76079595,initial.bhinfo0010
4.0,4.0,20.0,0.002,618.0790643832,0.88977593,14.340506,11.0,14.0,67007.0,186579.0,238.35703,0.69859505,initial.bhinfo0013
4.0,4.0,20.0,0.002,685.0380176367,0.88977593,14.340506,11.0,14.0,67007.0,186579.0,233.7435,0.81824354,initial.bhinfo0014
4.0,4.0,20.0,0.002,685.0380176367,0.96182477,16.787089,11.0,14.0,93458.0,376119.0,175.15894,0.97198237,initial.bhinfo0014
4.0,4.0,20.0,0.002,765.7607216441,0.88977593,16.698138,11.0,14.0,67007.0,224730.0,333.32536,0.6310302,initial.bhinfo0015
4.0,4.0,20.0,0.002,1016.1901993663,0.79306676,31.543861,11.0,14.0,31560.0,78203.0,123.77911,0.88335724,initial.bhinfo0018
4.0,4.0,20.0,0.002,3584.867388662,0.55582431,16.315219,11.0,14.0,61446.0,462875.0,283.42046,0.69774083,initial.bhinfo0030
4.0,4.0,20.0,0.002,5061.349183156,0.54792969,16.733956,11.0,14.0,60520.0,379927.0,370.54224,0.54596425,initial.bhinfo0034
4.0,4.0,20.0,0.002,5873.988527848001,16.931715,0.69203957,14.0,11.0,163978.0,300490.0,1233.6749,0.46539235,initial.bhinfo0036
4.0,4.0,20.0,0.002,6847.249387524,0.53225893,13.452029,11.0,14.0,123646.0,618841.0,421.28218,0.74884161,initial.bhinfo0038
4.0,4.0,20.0,0.002,7938.331461053,15.492406,0.53826718,14.0,11.0,215195.0,296160.0,304.46028,0.61744525,initial.bhinfo0041
4.0,4.0,20.0,0.002,10276.326232095,16.36802,0.46823139,14.0,10.0,162029.0,380935.0,2.8602145,0.019015611,initial.bhinfo0046
4.0,4.0,20.0,0.002,10788.98837716,0.53053319,13.847275,11.0,14.0,183541.0,244983.0,102.8443,0.87266508,initial.bhinfo0047
4.0,4.0,20.0,0.002,10788.98837716,16.36802,0.46823139,14.0,10.0,162029.0,380935.0,2.8602065,0.018090923,initial.bhinfo0047
4.0,4.0,20.0,0.002,11513.239755836,16.36802,0.46823139,14.0,10.0,162029.0,380935.0,2.8602061,0.017973525,initial.bhinfo0048
4.0,4.0,8.0,0.0002,173.8380758751,1.0503407,30.042619,11.0,14.0,1309.0,42429.0,34.193899,0.84735472,initial.bhinfo0000
4.0,4.0,8.0,0.0002,214.0112510284,1.3423043,29.534284,12.0,14.0,30475.0,134648.0,51.334459,0.87229823,initial.bhinfo0001
4.0,4.0,8.0,0.0002,266.6268024574,1.3423043,29.534284,12.0,14.0,30475.0,134648.0,50.624742,0.87401236,initial.bhinfo0002
4.0,4.0,8.0,0.0002,347.8752541691,1.0096652,29.665446,11.0,14.0,21233.0,362975.0,55.06814,0.42679825,initial.bhinfo0004
4.0,4.0,8.0,0.0002,392.43146359200006,1.0096652,19.079263,11.0,14.0,21233.0,219189.0,26.749729,0.52525897,initial.bhinfo0005
4.0,4.0,8.0,0.0002,512.7822795781,29.300791,0.99693077,14.0,11.0,71669.0,146632.0,64.376168,0.94379643,initial.bhinfo0008
4.0,4.0,8.0,0.0002,512.7822795781,0.99511269,30.662335,11.0,14.0,10270.0,115918.0,61.88213,0.88639477,initial.bhinfo0008
4.0,4.0,8.0,0.0002,562.5509900941,0.99722374,22.694826,11.0,14.0,228736.0,338207.0,232.81116,0.28620123,initial.bhinfo0009
4.0,4.0,8.0,0.0002,799.2914783322,1.0202296,40.5,11.0,14.0,8841.0,246404.0,156.62241,0.57976256,initial.bhinfo0013
4.0,4.0,8.0,0.0002,799.2914783322,1.1506984,30.042619,11.0,14.0,13352.0,42429.0,27.829802,0.83184873,initial.bhinfo0013
4.0,4.0,8.0,0.0002,950.6740638353001,28.859984,1.3601697,14.0,12.0,17420.0,26224.0,199.08471,0.90775194,initial.bhinfo0015
4.0,4.0,8.0,0.0002,1398.34306339,1.0327868,21.275053,11.0,14.0,271446.0,317807.0,74.979789,0.94058455,initial.bhinfo0018
4.0,4.0,8.0,0.0002,1398.34306339,1.2412437,36.079036,12.0,14.0,208986.0,241128.0,636.94394,0.81270592,initial.bhinfo0018
4.0,4.0,8.0,0.0002,1398.34306339,18.330187,0.98078742,14.0,11.0,344057.0,404439.0,179.35462,0.62059313,initial.bhinfo0018
4.0,4.0,8.0,0.0002,1578.6169301070001,0.93279062,28.640609,11.0,14.0,239303.0,296592.0,50.999367,0.51757872,initial.bhinfo0020
4.0,4.0,8.0,0.0002,1855.2837574460002,1.0201257,24.902669,11.0,14.0,170230.0,228927.0,15.052726,0.43652909,initial.bhinfo0022
4.0,4.0,8.0,0.0002,2397.542508046,1.010086,17.239028,11.0,14.0,31499.0,99846.0,240.84559,0.85986158,initial.bhinfo0025
4.0,4.0,8.0,0.0002,5139.414181279,0.81308351,20.390438,11.0,14.0,177079.0,235966.0,326.60522,0.5342528,initial.bhinfo0035
4.0,4.0,8.0,0.0002,5482.88495902,1.0041383,19.339609,11.0,14.0,261139.0,359198.0,186.84036,0.79025052,initial.bhinfo0036
4.0,4.0,8.0,0.0002,6523.764103717,16.699442,0.74130176,14.0,11.0,285251.0,351989.0,566.2306,0.78905516,initial.bhinfo0039
4.0,4.0,8.0,0.0002,6844.359428592001,18.827266,0.60879499,14.0,11.0,272079.0,330516.0,112.386,0.75026304,initial.bhinfo0040
4.0,4.0,8.0,0.0002,8198.220821812001,13.696787,0.62524073,14.0,11.0,159247.0,368957.0,933.93243,0.28216725,initial.bhinfo0043
4.0,4.0,8.0,0.0002,8669.082910306,0.71074522,17.827312,11.0,14.0,26055.0,320644.0,1146.2788,0.96888224,initial.bhinfo0044
4.0,4.0,8.0,0.0002,9801.809161172001,14.123216,0.58130904,14.0,11.0,246436.0,367847.0,236.12147,0.57428205,initial.bhinfo0046
4.0,4.0,8.0,0.0002,11055.478183505,1.0040627,17.635066,11.0,14.0,25977.0,271044.0,324.77511,0.99768171,initial.bhinfo0048
4.0,4.0,8.0,0.0002,11765.05179122,0.64194808,13.857809,11.0,14.0,48315.0,167586.0,367.04545,0.92899547,initial.bhinfo0049
4.0,4.0,8.0,0.0002,13203.59627265,13.318794,0.56228121,14.0,11.0,36799.0,332851.0,474.14962,0.92043527,initial.bhinfo0051
4.0,4.0,8.0,0.0002,13203.59627265,0.60415526,14.322971,11.0,14.0,185188.0,340616.0,284.04594,0.92259383,initial.bhinfo0051
4.0,4.0,8.0,0.0002,13203.59627265,17.964136,0.60664526,14.0,11.0,59383.0,219873.0,260.43096,0.3151513,initial.bhinfo0051
4.0,4.0,8.0,0.0002,13203.59627265,0.7170151,16.699442,11.0,14.0,62883.0,285251.0,76.649428,0.71673358,initial.bhinfo0051
4.0,4.0,8.0,0.0002,13203.59627265,0.57946426,14.778448,11.0,14.0,141008.0,334260.0,579.78242,0.87894916,initial.bhinfo0051
4.0,4.0,8.0,0.002,388.05663226260003,23.572922,1.0063142,14.0,11.0,196871.0,277847.0,259.20873,0.60612961,initial.bhinfo0006
4.0,4.0,8.0,0.002,458.988040427,0.8720071,40.445876,11.0,14.0,13219.0,569723.0,105.08329,0.9684385,initial.bhinfo0008
4.0,4.0,8.0,0.002,2020.3086855140002,0.54052659,15.955038,11.0,14.0,218701.0,377351.0,4.2091796,1.8627246e-07,initial.bhinfo0022
4.0,4.0,8.0,0.002,2158.878664033,0.54052659,15.955038,11.0,14.0,218701.0,377351.0,4.4076509,0.26813855,initial.bhinfo0023
4.0,4.0,8.0,0.002,2419.751442808,17.138613,0.71194966,14.0,11.0,44453.0,170126.0,84.034375,0.58289598,initial.bhinfo0024
4.0,4.0,8.0,0.002,2419.751442808,0.54052659,15.955038,11.0,14.0,218701.0,377351.0,4.4076545,0.26875909,initial.bhinfo0024
4.0,4.0,8.0,0.002,2693.813193953,0.54052659,15.955038,11.0,14.0,218701.0,377351.0,2.2128756,0.78700316,initial.bhinfo0025
4.0,4.0,8.0,0.002,5457.10061736,0.60261124,17.999487,11.0,14.0,184412.0,381642.0,36.162981,0.79644,initial.bhinfo0034
4.0,4.0,8.0,0.002,5956.636188489,0.5453891,17.137873,11.0,14.0,155955.0,224545.0,212.53693,0.6475289,initial.bhinfo0035
4.0,4.0,8.0,0.002,7901.022689517999,0.53125216,11.990577,11.0,14.0,15374.0,334260.0,731.17971,0.55169321,initial.bhinfo0039
4.0,4.0,8.0,0.002,9278.771932668,13.316012,0.65578441,14.0,11.0,284405.0,324954.0,395.09862,0.95739044,initial.bhinfo0042
4.0,4.0,8.0,0.002,10225.781163535,0.82324576,16.680921,11.0,14.0,78454.0,206654.0,317.89037,0.719675,initial.bhinfo0044
4.0,4.0,8.0,0.002,10225.781163535,0.52978037,12.831534,11.0,14.0,95584.0,191234.0,260.31631,0.50593909,initial.bhinfo0044
4.0,4.0,8.0,0.002,11931.15431921,15.938493,0.53237998,14.0,11.0,162029.0,314104.0,873.86346,0.41301928,initial.bhinfo0047
4.0,4.0,8.0,0.002,13467.56618718,0.52591605,13.745687,11.0,14.0,120491.0,296006.0,593.51533,0.67181382,initial.bhinfo0049
8.0,0.5,2.0,0.0002,746.8406368533,1.2291393,18.038755,12.0,14.0,18269.0,797231.0,134.61956,0.33996373,initial.bhinfo0113
8.0,0.5,2.0,0.0002,1713.2039401356,0.7773292,16.776671,11.0,14.0,147935.0,628427.0,30.215165,0.9003352,initial.bhinfo0136
8.0,0.5,2.0,0.0002,2495.3837954661003,1.1618623,17.236237,11.0,14.0,18126.0,606050.0,75.9282,0.56850082,initial.bhinfo0146
8.0,0.5,2.0,0.0002,2583.8780090508003,1.2615245,14.618759,12.0,14.0,292874.0,505019.0,186.97202,0.45365981,initial.bhinfo0147
8.0,0.5,2.0,0.0002,4065.1854616593,1.0206582,13.933609,11.0,14.0,208717.0,1231614.0,50.768883,0.65792422,initial.bhinfo0158
8.0,0.5,2.0,0.0002,6197.574703607101,0.94812663,16.68459,11.0,14.0,524599.0,639981.0,104.27513,0.66334472,initial.bhinfo0163
8.0,0.5,2.0,0.0002,6732.1543428315,0.99423736,16.929637,11.0,14.0,207783.0,1435274.0,0.89352563,0.66571762,initial.bhinfo0165
8.0,0.5,2.0,0.0002,7050.803637042,27.670342,0.9947237,14.0,11.0,383571.0,1138323.0,39.191873,0.53103762,initial.bhinfo0167
8.0,0.5,2.0,0.0002,7150.6199943090005,27.670343,0.99093295,14.0,11.0,383571.0,603801.0,169.74345,0.71770843,initial.bhinfo0168
8.0,0.5,2.0,0.0002,7265.155522482,0.776658,28.936175,11.0,14.0,76950.0,383571.0,16.967402,0.92509493,initial.bhinfo0169
8.0,0.5,2.0,0.0002,7265.155522482,0.64429516,31.005356,11.0,14.0,75149.0,1118178.0,6.0532561,0.66632061,initial.bhinfo0169
8.0,0.5,2.0,0.0002,8022.308002632,0.94523489,6.2645817,11.0,14.0,389190.0,1446419.0,2.0943151,0.55098548,initial.bhinfo0172
8.0,0.5,2.0,0.0002,8395.989757848,1.2458356,6.2645817,12.0,14.0,256946.0,844012.0,0.23651084,0.98445793,initial.bhinfo0173
8.0,0.5,2.0,0.0002,8506.211023035,1.0106266,7.4778987,11.0,14.0,663651.0,939714.0,0.61428041,0.93489392,initial.bhinfo0174
8.0,0.5,2.0,0.0002,8614.368827856,1.1769712,7.4778987,11.0,14.0,682492.0,939715.0,0.049350837,0.38299466,initial.bhinfo0175
8.0,0.5,2.0,0.0002,8814.467202453001,0.8242353,8.3059938,11.0,14.0,76307.0,927012.0,0.082231849,0.71063364,initial.bhinfo0177
8.0,0.5,2.0,0.0002,8932.023792945,1.2019714,8.6963118,11.0,14.0,700871.0,911429.0,0.1665766,0.47089536,initial.bhinfo0178
8.0,0.5,2.0,0.0002,9031.391337474,1.1012178,9.6538181,11.0,14.0,733194.0,1152441.0,0.06370527,0.77687245,initial.bhinfo0179
8.0,0.5,2.0,0.002,152.22950400438,0.72004952,25.83059,11.0,14.0,518950.0,847813.0,0.011080168,0.00049552593,initial.bhinfo0040
8.0,0.5,2.0,0.002,157.41236789487002,0.72004952,25.83059,11.0,14.0,518950.0,847813.0,0.0091789305,0.00036720005,initial.bhinfo0041
8.0,0.5,2.0,0.002,1351.4867507988001,0.65440666,13.297617,11.0,14.0,637373.0,925305.0,9.5170131,0.87507439,initial.bhinfo0104
8.0,0.5,2.0,0.002,1792.5644775555,0.88887478,11.45079,11.0,14.0,665435.0,1275901.0,131.95323,0.91326864,initial.bhinfo0112
8.0,0.5,2.0,0.002,2758.2166215549005,0.70992985,13.453915,11.0,14.0,740599.0,1059167.0,22.804415,0.36209488,initial.bhinfo0125
8.0,0.5,2.0,0.002,3712.5535629699,0.55035715,12.048868,11.0,14.0,305267.0,862040.0,3.4972455,0.82197244,initial.bhinfo0132
8.0,0.5,2.0,0.002,4124.655777627,0.70217857,13.084362,11.0,14.0,369852.0,398460.0,44.985867,0.66974636,initial.bhinfo0135
8.0,0.5,2.0,0.002,4563.5618168019,1.1647756,13.153773,12.0,14.0,848196.0,1031220.0,14.841498,0.88757847,initial.bhinfo0137
